timestamp,open,high,low,close
2024-01-01T22:00:00+00:00,1.10427,1.10447,1.1042,1.10438
2024-01-01T23:00:00+00:00,1.10446,1.10446,1.10356,1.10365
2024-01-02T00:00:00+00:00,1.10366,1.10383,1.10342,1.10381
2024-01-02T01:00:00+00:00,1.1038,1.10432,1.10342,1.10348
2024-01-02T02:00:00+00:00,1.10347,1.10359,1.10182,1.10187
2024-01-02T03:00:00+00:00,1.10187,1.10247,1.10176,1.10245
2024-01-02T04:00:00+00:00,1.10245,1.1025,1.10165,1.10208
2024-01-02T05:00:00+00:00,1.10208,1.10335,1.10208,1.10333
2024-01-02T06:00:00+00:00,1.10334,1.10351,1.10268,1.10286
2024-01-02T07:00:00+00:00,1.10286,1.1038,1.10151,1.10153
2024-01-02T08:00:00+00:00,1.10156,1.10387,1.10156,1.10295
2024-01-02T09:00:00+00:00,1.10296,1.10378,1.10107,1.1015
2024-01-02T10:00:00+00:00,1.10149,1.1017,1.0997,1.10075
2024-01-02T11:00:00+00:00,1.10075,1.10077,1.09665,1.0969
2024-01-02T12:00:00+00:00,1.09691,1.09717,1.09537,1.09537
2024-01-02T13:00:00+00:00,1.09538,1.0965,1.09494,1.09527
2024-01-02T14:00:00+00:00,1.09526,1.09639,1.09448,1.09631
2024-01-02T15:00:00+00:00,1.09631,1.09682,1.0941,1.09435
2024-01-02T16:00:00+00:00,1.09436,1.09616,1.09408,1.09564
2024-01-02T17:00:00+00:00,1.09565,1.09575,1.09459,1.09504
2024-01-02T18:00:00+00:00,1.09504,1.09558,1.09462,1.09467
2024-01-02T19:00:00+00:00,1.09466,1.09501,1.09429,1.09465
2024-01-02T20:00:00+00:00,1.09465,1.09511,1.09421,1.09431
2024-01-02T21:00:00+00:00,1.0943,1.09432,1.09383,1.09396
2024-01-02T22:00:00+00:00,1.09396,1.09438,1.09375,1.09404
2024-01-02T23:00:00+00:00,1.09404,1.09436,1.09404,1.09416
2024-01-03T00:00:00+00:00,1.09416,1.09505,1.09412,1.09494
2024-01-03T01:00:00+00:00,1.09493,1.09546,1.09448,1.09513
2024-01-03T02:00:00+00:00,1.09513,1.0953,1.09486,1.09522
2024-01-03T03:00:00+00:00,1.09522,1.09622,1.09488,1.09608
2024-01-03T04:00:00+00:00,1.09607,1.09624,1.09588,1.09622
2024-01-03T05:00:00+00:00,1.09623,1.09627,1.09512,1.09512
2024-01-03T06:00:00+00:00,1.09512,1.09607,1.09511,1.09586
2024-01-03T07:00:00+00:00,1.09585,1.09627,1.09514,1.09603
2024-01-03T08:00:00+00:00,1.09602,1.09654,1.09502,1.09526
2024-01-03T09:00:00+00:00,1.09526,1.09562,1.09348,1.09362
2024-01-03T10:00:00+00:00,1.09362,1.0939,1.09262,1.09279
2024-01-03T11:00:00+00:00,1.0928,1.09297,1.09154,1.09195
2024-01-03T12:00:00+00:00,1.09195,1.0932,1.09145,1.09168
2024-01-03T13:00:00+00:00,1.09168,1.093,1.09101,1.09215
2024-01-03T14:00:00+00:00,1.09216,1.09265,1.09099,1.09183
2024-01-03T15:00:00+00:00,1.09179,1.09385,1.0898,1.09044
2024-01-03T16:00:00+00:00,1.09045,1.09182,1.09026,1.09081
2024-01-03T17:00:00+00:00,1.09081,1.09101,1.09032,1.09066
2024-01-03T18:00:00+00:00,1.09066,1.09148,1.09026,1.09054
2024-01-03T19:00:00+00:00,1.09055,1.09257,1.08929,1.09176
2024-01-03T20:00:00+00:00,1.09177,1.09232,1.0915,1.09212
2024-01-03T21:00:00+00:00,1.09211,1.09236,1.09187,1.09206
2024-01-03T22:00:00+00:00,1.09206,1.09225,1.09167,1.09206
2024-01-03T23:00:00+00:00,1.09207,1.09275,1.09207,1.09258
2024-01-04T00:00:00+00:00,1.09259,1.09266,1.09194,1.09225
2024-01-04T01:00:00+00:00,1.09224,1.09241,1.09163,1.09178
2024-01-04T02:00:00+00:00,1.09177,1.09199,1.0916,1.09193
2024-01-04T03:00:00+00:00,1.09193,1.09306,1.09193,1.09261
2024-01-04T04:00:00+00:00,1.09261,1.09285,1.09247,1.09258
2024-01-04T05:00:00+00:00,1.09259,1.09268,1.09219,1.09266
2024-01-04T06:00:00+00:00,1.09265,1.09346,1.09208,1.09324
