timestamp,symbol,open,high,low,close
2024-01-01 00:00:00,USDJPY,145.024377,145.156848,144.891907,145.024377
2024-01-01 01:00:00,USDJPY,145.024377,145.147659,144.817897,144.941179
2024-01-01 02:00:00,USDJPY,144.941179,145.116497,144.825897,145.001215
2024-01-01 03:00:00,USDJPY,145.001215,145.247285,144.83039,145.07646
2024-01-01 04:00:00,USDJPY,145.07646,145.176549,144.820288,144.920377
2024-01-01 05:00:00,USDJPY,144.920377,145.106307,144.630273,144.816203
2024-01-01 06:00:00,USDJPY,144.816203,144.939216,144.703417,144.82643
2024-01-01 07:00:00,USDJPY,144.82643,144.905565,144.721995,144.801131
2024-01-01 08:00:00,USDJPY,144.801131,144.923368,144.677549,144.799786
2024-01-01 09:00:00,USDJPY,144.799786,144.885347,144.645983,144.731543
2024-01-01 10:00:00,USDJPY,144.731543,144.897839,144.635599,144.801895
2024-01-01 11:00:00,USDJPY,144.801895,144.996823,144.66919,144.864118
2024-01-01 12:00:00,USDJPY,144.864118,145.007179,144.72634,144.869401
2024-01-01 13:00:00,USDJPY,144.869401,145.059671,144.76931,144.95958
2024-01-01 14:00:00,USDJPY,144.95958,145.148578,144.807983,144.996981
2024-01-01 15:00:00,USDJPY,144.996981,145.154021,144.771197,144.928237
2024-01-01 16:00:00,USDJPY,144.928237,145.123699,144.762276,144.957737
2024-01-01 17:00:00,USDJPY,144.957737,145.094679,144.744085,144.881027
2024-01-01 18:00:00,USDJPY,144.881027,145.114932,144.717397,144.951303
2024-01-01 19:00:00,USDJPY,144.951303,145.011117,144.887494,144.947309
2024-01-01 20:00:00,USDJPY,144.947309,145.057136,144.822693,144.93252
2024-01-01 21:00:00,USDJPY,144.93252,145.024775,144.785789,144.878045
2024-01-01 22:00:00,USDJPY,144.878045,145.099664,144.75423,144.975849
2024-01-01 23:00:00,USDJPY,144.975849,145.077562,144.861773,144.963486
2024-01-02 00:00:00,USDJPY,144.963486,145.078169,144.814537,144.92922
2024-01-02 01:00:00,USDJPY,144.92922,145.10945,144.72082,144.901049
2024-01-02 02:00:00,USDJPY,144.901049,145.058203,144.78648,144.943634
2024-01-02 03:00:00,USDJPY,144.943634,145.106111,144.810393,144.97287
2024-01-02 04:00:00,USDJPY,144.97287,145.118456,144.860302,145.005888
2024-01-02 05:00:00,USDJPY,145.005888,145.162777,144.883465,145.040354
2024-01-02 06:00:00,USDJPY,145.040354,145.331878,144.920161,145.211686
2024-01-02 07:00:00,USDJPY,145.211686,145.346032,145.044826,145.179172
2024-01-02 08:00:00,USDJPY,145.179172,145.336462,144.980903,145.138193
2024-01-02 09:00:00,USDJPY,145.138193,145.31091,144.900375,145.073091
2024-01-02 10:00:00,USDJPY,145.073091,145.252277,144.943183,145.12237
2024-01-02 11:00:00,USDJPY,145.12237,145.351553,144.983504,145.212687
2024-01-02 12:00:00,USDJPY,145.212687,145.29586,145.120399,145.203572
2024-01-02 13:00:00,USDJPY,145.203572,145.32076,145.019171,145.136359
2024-01-02 14:00:00,USDJPY,145.136359,145.286448,144.920311,145.070401
2024-01-02 15:00:00,USDJPY,145.070401,145.270159,144.92269,145.122448
2024-01-02 16:00:00,USDJPY,145.122448,145.30868,144.995676,145.181908
2024-01-02 17:00:00,USDJPY,145.181908,145.373725,145.033544,145.225361
2024-01-02 18:00:00,USDJPY,145.225361,145.361065,145.036415,145.17212
2024-01-02 19:00:00,USDJPY,145.17212,145.349103,145.01371,145.190693
2024-01-02 20:00:00,USDJPY,145.190693,145.329287,145.061433,145.200028
2024-01-02 21:00:00,USDJPY,145.200028,145.32614,145.09141,145.217523
2024-01-02 22:00:00,USDJPY,145.217523,145.417984,145.086776,145.287237
2024-01-02 23:00:00,USDJPY,145.287237,145.331346,145.261016,145.305125
2024-01-03 00:00:00,USDJPY,145.305125,145.49169,145.172872,145.359438
2024-01-03 01:00:00,USDJPY,145.359438,145.368095,145.356187,145.364844
2024-01-03 02:00:00,USDJPY,145.364844,145.452823,145.299995,145.387974
2024-01-03 03:00:00,USDJPY,145.387974,145.572933,145.253517,145.438477
2024-01-03 04:00:00,USDJPY,145.438477,145.573758,145.186623,145.321904
2024-01-03 05:00:00,USDJPY,145.321904,145.404707,145.213528,145.296331
2024-01-03 06:00:00,USDJPY,145.296331,145.393543,145.161488,145.258701
